,Mean (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Median (RMAD)
Mean (CV),0.0,-0.04315010872843288,-0.14083109791908066,-0.13412485516102918,-0.11135934350248408
Mean (RCIW_1),0.04315010872843288,0.0,-0.10355788003365025,-0.09490325550388089,-0.07806225298011142
Mean (RCIW_2),0.14083109791908066,0.10355788003365025,0.0,0.00914271202044412,-0.0056665767210044285
Median (RCIW_3),0.13412485516102918,0.09490325550388089,-0.00914271202044412,0.0,0.008154632466151331
Median (RMAD),0.11135934350248408,0.07806225298011142,0.0056665767210044285,-0.008154632466151331,0.0
