,Mean (CV),Median (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Mean (RMAD),Median (RMAD)
Mean (CV),0.0,0.029830690674549853,0.0064498790647675355,0.0064498790647675355,0.03574307981725343,-0.05106154259607632,-0.018543402311206665
Median (CV),-0.029830690674549853,0.0,-0.02445579145391024,-0.02445579145391024,0.005912389142703574,-0.06960494490728299,-0.038699274388605216
Mean (RCIW_1),-0.0064498790647675355,0.02445579145391024,0.0,0.0002687449610319806,0.031980650362805695,-0.05966138134909971,-0.026605751142166085
Mean (RCIW_2),-0.0064498790647675355,0.02445579145391024,-0.0002687449610319806,0.0,0.031980650362805695,-0.06019887127116367,-0.026605751142166085
Median (RCIW_3),-0.03574307981725343,-0.005912389142703574,-0.031980650362805695,-0.031980650362805695,0.0,-0.07820478366030637,-0.04676162321956463
Mean (RMAD),0.05106154259607632,0.06960494490728299,0.05966138134909971,0.06019887127116367,0.07820478366030637,0.0,0.027143241064230047
Median (RMAD),0.018543402311206665,0.038699274388605216,0.026605751142166085,0.026605751142166085,0.04676162321956463,-0.027143241064230047,0.0
