m_id,n,ns_per_op,it_setup,fork_setup,it_pos,fork_pos,b_name
0,5600.0,176934.26285714292,100,5,1,1,byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#
1,7583.0,130529.53184755376,100,5,2,1,byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#
2,6647.0,149176.19136452538,100,5,3,1,byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#
3,8342.0,123499.37760728844,100,5,4,1,byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#
4,9650.0,109400.12766839378,100,5,5,1,byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#
5,9488.0,105081.0252951096,100,5,6,1,byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#
6,8312.0,119894.12897016364,100,5,7,1,byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#
7,8661.0,115290.22514721165,100,5,8,1,byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#
8,8107.0,123159.99901319847,100,5,9,1,byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#
9,8857.0,114202.8226261714,100,5,10,1,byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#
10,9165.0,108926.74304418985,100,5,11,1,byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#
11,8379.0,119182.19166965032,100,5,12,1,byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#
12,9164.0,108945.11043212572,100,5,13,1,byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#
13,8677.0,115056.49602397143,100,5,14,1,byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#
