,Mean (CV),Median (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Mean (RMAD),Median (RMAD)
Mean (CV),0.0,-0.2247658688865765,-0.07180020811654526,-0.21227887617065558,-0.3100936524453694,0.05827263267429761,-0.2851196670135276
Median (CV),0.2247658688865765,0.0,0.15920915712799166,0.022892819979188347,-0.09885535900104059,0.2601456815816857,-0.07596253902185224
Mean (RCIW_1),0.07180020811654526,-0.15920915712799166,0.0,-0.14880332986472425,-0.259105098855359,0.1383975026014568,-0.22372528616024975
Mean (RCIW_2),0.21227887617065558,-0.022892819979188347,0.14880332986472425,0.0,-0.14568158168574402,0.2767950052029136,-0.14568158168574402
Median (RCIW_3),0.3100936524453694,0.09885535900104059,0.259105098855359,0.14568158168574402,0.0,0.3100936524453694,-0.023933402705515087
Mean (RMAD),-0.05827263267429761,-0.2601456815816857,-0.1383975026014568,-0.2767950052029136,-0.3100936524453694,0.0,-0.2393340270551509
Median (RMAD),0.2851196670135276,0.07596253902185224,0.22372528616024975,0.14568158168574402,0.023933402705515087,0.2393340270551509,0.0
