m_id,n,ns_per_op,bed,iterations,sr,ir,b_name
1,240974,5019.0,1s,1,1,1,BenchmarkScanComments/1kValidUtf8
2,420,2852363.0,1s,1,1,1,BenchmarkScanComments/1MValidUtf8
3,15847706,76.01,1s,1,1,1,BenchmarkScanComments/10Valid
4,186484,6430.0,1s,1,1,1,BenchmarkScanComments/1kValid
5,348,3444885.0,1s,1,1,1,BenchmarkScanComments/1MValid
6,24867732,47.99,1s,1,1,1,BenchmarkScanComments/10ValidUtf8
7,25139734,47.65,1s,1,1,1,BenchmarkParseLiteralStringValid/10ValidUtf8
8,235854,5099.0,1s,1,1,1,BenchmarkParseLiteralStringValid/1kValidUtf8
9,229,5321517.0,1s,1,1,1,BenchmarkParseLiteralStringValid/1MValidUtf8
10,30763441,38.99,1s,1,1,1,BenchmarkParseLiteralStringValid/10Valid
11,182431,6578.0,1s,1,1,1,BenchmarkParseLiteralStringValid/1kValid
12,348,3443411.0,1s,1,1,1,BenchmarkParseLiteralStringValid/1MValid
13,6976398,172.8,1s,1,1,1,BenchmarkParseBasicStringWithUnicode/4
14,1608727,746.2,1s,1,1,1,BenchmarkParseBasicStringWithUnicode/8
15,100000000,11.32,1s,1,1,1,BenchmarkParseBasicStringsEasy/1
16,71264877,16.48,1s,1,1,1,BenchmarkParseBasicStringsEasy/4
17,52079325,23.21,1s,1,1,1,BenchmarkParseBasicStringsEasy/8
18,17199951,68.93,1s,1,1,1,BenchmarkParseBasicStringsEasy/16
19,23675406,50.66,1s,1,1,1,BenchmarkParseBasicStringsEasy/21
20,15,70376285.0,1s,1,1,1,BenchmarkUnmarshalDataset/config
21,4,291143327.0,1s,1,1,1,BenchmarkUnmarshalDataset/canada
22,10,102063956.0,1s,1,1,1,BenchmarkUnmarshalDataset/citm_catalog
23,26,46202738.0,1s,1,1,1,BenchmarkUnmarshalDataset/twitter
24,8,149615765.0,1s,1,1,1,BenchmarkUnmarshalDataset/code
25,4724,238355.0,1s,1,1,1,BenchmarkUnmarshalDataset/example
26,397556,2569.0,1s,1,1,1,BenchmarkUnmarshal/SimpleDocument/struct
27,863283,1306.0,1s,1,1,1,BenchmarkUnmarshal/SimpleDocument/map
28,17478,68214.0,1s,1,1,1,BenchmarkUnmarshal/ReferenceFile/struct
29,5576,234720.0,1s,1,1,1,BenchmarkUnmarshal/ReferenceFile/map
30,30608,40957.0,1s,1,1,1,BenchmarkUnmarshal/HugoFrontMatter
31,970688,1512.0,1s,1,1,1,BenchmarkMarshal/SimpleDocument/struct
32,578160,2096.0,1s,1,1,1,BenchmarkMarshal/SimpleDocument/map
33,21608,56517.0,1s,1,1,1,BenchmarkMarshal/ReferenceFile/struct
34,7401,170930.0,1s,1,1,1,BenchmarkMarshal/ReferenceFile/map
35,35506,33109.0,1s,1,1,1,BenchmarkMarshal/HugoFrontMatter
36,472821,5118.0,2s,1,1,1,BenchmarkScanComments/1kValidUtf8
37,451,5264235.0,2s,1,1,1,BenchmarkScanComments/1MValidUtf8
38,61081818,39.22,2s,1,1,1,BenchmarkScanComments/10Valid
39,712269,3358.0,2s,1,1,1,BenchmarkScanComments/1kValid
40,697,3439203.0,2s,1,1,1,BenchmarkScanComments/1MValid
41,49869247,47.61,2s,1,1,1,BenchmarkScanComments/10ValidUtf8
42,51030445,46.99,2s,1,1,1,BenchmarkParseLiteralStringValid/10ValidUtf8
43,856105,2780.0,2s,1,1,1,BenchmarkParseLiteralStringValid/1kValidUtf8
44,840,2850482.0,2s,1,1,1,BenchmarkParseLiteralStringValid/1MValidUtf8
45,31298463,76.03,2s,1,1,1,BenchmarkParseLiteralStringValid/10Valid
46,711732,3360.0,2s,1,1,1,BenchmarkParseLiteralStringValid/1kValid
47,686,3444554.0,2s,1,1,1,BenchmarkParseLiteralStringValid/1MValid
48,5110725,479.1,2s,1,1,1,BenchmarkParseBasicStringWithUnicode/4
49,3193384,752.3,2s,1,1,1,BenchmarkParseBasicStringWithUnicode/8
50,100000000,21.25,2s,1,1,1,BenchmarkParseBasicStringsEasy/1
51,76320368,31.52,2s,1,1,1,BenchmarkParseBasicStringsEasy/4
52,56256260,43.29,2s,1,1,1,BenchmarkParseBasicStringsEasy/8
53,61293871,37.19,2s,1,1,1,BenchmarkParseBasicStringsEasy/16
54,46874258,51.35,2s,1,1,1,BenchmarkParseBasicStringsEasy/21
55,36,57532082.0,2s,1,1,1,BenchmarkUnmarshalDataset/config
56,7,292375678.0,2s,1,1,1,BenchmarkUnmarshalDataset/canada
57,43,51813443.0,2s,1,1,1,BenchmarkUnmarshalDataset/citm_catalog
58,121,19704434.0,2s,1,1,1,BenchmarkUnmarshalDataset/twitter
59,18,133951222.0,2s,1,1,1,BenchmarkUnmarshalDataset/code
60,3847,614168.0,2s,1,1,1,BenchmarkUnmarshalDataset/example
61,2336302,916.8,2s,1,1,1,BenchmarkUnmarshal/SimpleDocument/struct
62,1915089,1270.0,2s,1,1,1,BenchmarkUnmarshal/SimpleDocument/map
63,34802,72096.0,2s,1,1,1,BenchmarkUnmarshal/ReferenceFile/struct
64,23670,100373.0,2s,1,1,1,BenchmarkUnmarshal/ReferenceFile/map
65,140313,17036.0,2s,1,1,1,BenchmarkUnmarshal/HugoFrontMatter
66,1666621,1464.0,2s,1,1,1,BenchmarkMarshal/SimpleDocument/struct
67,2711787,857.4,2s,1,1,1,BenchmarkMarshal/SimpleDocument/map
68,43749,54822.0,2s,1,1,1,BenchmarkMarshal/ReferenceFile/struct
69,34402,70775.0,2s,1,1,1,BenchmarkMarshal/ReferenceFile/map
70,74955,36914.0,2s,1,1,1,BenchmarkMarshal/HugoFrontMatter
71,1293258,2783.0,3s,1,1,1,BenchmarkScanComments/1kValidUtf8
72,1260,2856974.0,3s,1,1,1,BenchmarkScanComments/1MValidUtf8
73,47148888,76.13,3s,1,1,1,BenchmarkScanComments/10Valid
74,1000000,3451.0,3s,1,1,1,BenchmarkScanComments/1kValid
75,535,6584980.0,3s,1,1,1,BenchmarkScanComments/1MValid
76,75429087,48.17,3s,1,1,1,BenchmarkScanComments/10ValidUtf8
77,141149859,25.51,3s,1,1,1,BenchmarkParseLiteralStringValid/10ValidUtf8
78,1289986,2793.0,3s,1,1,1,BenchmarkParseLiteralStringValid/1kValidUtf8
79,1258,2853502.0,3s,1,1,1,BenchmarkParseLiteralStringValid/1MValidUtf8
80,92433220,38.92,3s,1,1,1,BenchmarkParseLiteralStringValid/10Valid
81,1000000,3361.0,3s,1,1,1,BenchmarkParseLiteralStringValid/1kValid
82,1042,3448088.0,3s,1,1,1,BenchmarkParseLiteralStringValid/1MValid
83,20528450,174.5,3s,1,1,1,BenchmarkParseBasicStringWithUnicode/4
84,11552012,306.2,3s,1,1,1,BenchmarkParseBasicStringWithUnicode/8
85,320650177,11.31,3s,1,1,1,BenchmarkParseBasicStringsEasy/1
86,218580360,16.54,3s,1,1,1,BenchmarkParseBasicStringsEasy/4
87,155917478,23.14,3s,1,1,1,BenchmarkParseBasicStringsEasy/8
88,96658683,37.09,3s,1,1,1,BenchmarkParseBasicStringsEasy/16
89,40437315,88.18,3s,1,1,1,BenchmarkParseBasicStringsEasy/21
90,100,30736245.0,3s,1,1,1,BenchmarkUnmarshalDataset/config
91,21,148900384.0,3s,1,1,1,BenchmarkUnmarshalDataset/canada
92,28,110052537.0,3s,1,1,1,BenchmarkUnmarshalDataset/citm_catalog
93,75,45189542.0,3s,1,1,1,BenchmarkUnmarshalDataset/twitter
