m_id,n,ns_per_op,bed_setup,it_setup,sr_setup,ir_setup,it_pos,sr_pos,ir_pos,b_name
294,198,30375346.0,5s,5,3,3,4,2,1,BenchmarkUnmarshalDataset/config
295,194,30371672.0,5s,5,3,3,5,2,1,BenchmarkUnmarshalDataset/config
296,195,30161793.0,5s,5,3,3,1,3,1,BenchmarkUnmarshalDataset/config
297,196,30569715.0,5s,5,3,3,2,3,1,BenchmarkUnmarshalDataset/config
298,196,30228859.0,5s,5,3,3,3,3,1,BenchmarkUnmarshalDataset/config
299,199,30252029.0,5s,5,3,3,4,3,1,BenchmarkUnmarshalDataset/config
300,195,30330729.0,5s,5,3,3,5,3,1,BenchmarkUnmarshalDataset/config
301,39,149875688.0,5s,5,3,3,1,1,1,BenchmarkUnmarshalDataset/canada
302,42,144518596.0,5s,5,3,3,2,1,1,BenchmarkUnmarshalDataset/canada
303,40,149711241.0,5s,5,3,3,3,1,1,BenchmarkUnmarshalDataset/canada
304,40,149612687.0,5s,5,3,3,4,1,1,BenchmarkUnmarshalDataset/canada
305,39,149860502.0,5s,5,3,3,5,1,1,BenchmarkUnmarshalDataset/canada
306,38,147851307.0,5s,5,3,3,1,2,1,BenchmarkUnmarshalDataset/canada
307,40,148344597.0,5s,5,3,3,2,2,1,BenchmarkUnmarshalDataset/canada
308,40,158772569.0,5s,5,3,3,3,2,1,BenchmarkUnmarshalDataset/canada
309,38,148080557.0,5s,5,3,3,4,2,1,BenchmarkUnmarshalDataset/canada
310,38,160657861.0,5s,5,3,3,5,2,1,BenchmarkUnmarshalDataset/canada
311,39,150415002.0,5s,5,3,3,1,3,1,BenchmarkUnmarshalDataset/canada
312,39,146472585.0,5s,5,3,3,2,3,1,BenchmarkUnmarshalDataset/canada
313,39,148339416.0,5s,5,3,3,3,3,1,BenchmarkUnmarshalDataset/canada
314,40,153424092.0,5s,5,3,3,4,3,1,BenchmarkUnmarshalDataset/canada
315,37,154193618.0,5s,5,3,3,5,3,1,BenchmarkUnmarshalDataset/canada
316,100,50668877.0,5s,5,3,3,1,1,1,BenchmarkUnmarshalDataset/citm_catalog
317,100,52155945.0,5s,5,3,3,2,1,1,BenchmarkUnmarshalDataset/citm_catalog
318,100,52705772.0,5s,5,3,3,3,1,1,BenchmarkUnmarshalDataset/citm_catalog
319,100,50480746.0,5s,5,3,3,4,1,1,BenchmarkUnmarshalDataset/citm_catalog
320,100,52584080.0,5s,5,3,3,5,1,1,BenchmarkUnmarshalDataset/citm_catalog
321,100,53296742.0,5s,5,3,3,1,2,1,BenchmarkUnmarshalDataset/citm_catalog
322,100,50106867.0,5s,5,3,3,2,2,1,BenchmarkUnmarshalDataset/citm_catalog
323,100,53373928.0,5s,5,3,3,3,2,1,BenchmarkUnmarshalDataset/citm_catalog
324,100,53270667.0,5s,5,3,3,4,2,1,BenchmarkUnmarshalDataset/citm_catalog
325,100,52570633.0,5s,5,3,3,5,2,1,BenchmarkUnmarshalDataset/citm_catalog
326,100,51347048.0,5s,5,3,3,1,3,1,BenchmarkUnmarshalDataset/citm_catalog
327,100,53561661.0,5s,5,3,3,2,3,1,BenchmarkUnmarshalDataset/citm_catalog
328,100,51000528.0,5s,5,3,3,3,3,1,BenchmarkUnmarshalDataset/citm_catalog
329,100,51471520.0,5s,5,3,3,4,3,1,BenchmarkUnmarshalDataset/citm_catalog
330,100,53249765.0,5s,5,3,3,5,3,1,BenchmarkUnmarshalDataset/citm_catalog
331,315,18894375.0,5s,5,3,3,1,1,1,BenchmarkUnmarshalDataset/twitter
332,326,18161534.0,5s,5,3,3,2,1,1,BenchmarkUnmarshalDataset/twitter
333,340,17723122.0,5s,5,3,3,3,1,1,BenchmarkUnmarshalDataset/twitter
334,318,19118716.0,5s,5,3,3,4,1,1,BenchmarkUnmarshalDataset/twitter
335,327,17919976.0,5s,5,3,3,5,1,1,BenchmarkUnmarshalDataset/twitter
336,319,18710676.0,5s,5,3,3,1,2,1,BenchmarkUnmarshalDataset/twitter
337,322,19350853.0,5s,5,3,3,2,2,1,BenchmarkUnmarshalDataset/twitter
338,321,19013261.0,5s,5,3,3,3,2,1,BenchmarkUnmarshalDataset/twitter
339,332,18214140.0,5s,5,3,3,4,2,1,BenchmarkUnmarshalDataset/twitter
340,318,18191108.0,5s,5,3,3,5,2,1,BenchmarkUnmarshalDataset/twitter
341,334,18412172.0,5s,5,3,3,1,3,1,BenchmarkUnmarshalDataset/twitter
342,313,18158984.0,5s,5,3,3,2,3,1,BenchmarkUnmarshalDataset/twitter
343,330,17794566.0,5s,5,3,3,3,3,1,BenchmarkUnmarshalDataset/twitter
344,326,18437060.0,5s,5,3,3,4,3,1,BenchmarkUnmarshalDataset/twitter
345,326,17903291.0,5s,5,3,3,5,3,1,BenchmarkUnmarshalDataset/twitter
346,21,270864729.0,5s,5,3,3,1,1,1,BenchmarkUnmarshalDataset/code
347,20,275237868.0,5s,5,3,3,2,1,1,BenchmarkUnmarshalDataset/code
348,21,287712500.0,5s,5,3,3,3,1,1,BenchmarkUnmarshalDataset/code
349,45,131786044.0,5s,5,3,3,4,1,1,BenchmarkUnmarshalDataset/code
350,45,131836923.0,5s,5,3,3,5,1,1,BenchmarkUnmarshalDataset/code
351,45,132953953.0,5s,5,3,3,1,2,1,BenchmarkUnmarshalDataset/code
352,45,135836360.0,5s,5,3,3,2,2,1,BenchmarkUnmarshalDataset/code
353,45,136359006.0,5s,5,3,3,3,2,1,BenchmarkUnmarshalDataset/code
354,45,136729497.0,5s,5,3,3,4,2,1,BenchmarkUnmarshalDataset/code
355,45,133203779.0,5s,5,3,3,5,2,1,BenchmarkUnmarshalDataset/code
356,45,137089965.0,5s,5,3,3,1,3,1,BenchmarkUnmarshalDataset/code
357,44,131519494.0,5s,5,3,3,2,3,1,BenchmarkUnmarshalDataset/code
358,45,130462903.0,5s,5,3,3,3,3,1,BenchmarkUnmarshalDataset/code
359,45,135077665.0,5s,5,3,3,4,3,1,BenchmarkUnmarshalDataset/code
360,45,131036912.0,5s,5,3,3,5,3,1,BenchmarkUnmarshalDataset/code
361,9746,584676.0,5s,5,3,3,1,1,1,BenchmarkUnmarshalDataset/example
362,26031,228402.0,5s,5,3,3,2,1,1,BenchmarkUnmarshalDataset/example
363,25780,227677.0,5s,5,3,3,3,1,1,BenchmarkUnmarshalDataset/example
364,26239,230162.0,5s,5,3,3,4,1,1,BenchmarkUnmarshalDataset/example
365,26268,228353.0,5s,5,3,3,5,1,1,BenchmarkUnmarshalDataset/example
366,26307,227562.0,5s,5,3,3,1,2,1,BenchmarkUnmarshalDataset/example
367,26085,227887.0,5s,5,3,3,2,2,1,BenchmarkUnmarshalDataset/example
368,26115,227801.0,5s,5,3,3,3,2,1,BenchmarkUnmarshalDataset/example
369,26264,227492.0,5s,5,3,3,4,2,1,BenchmarkUnmarshalDataset/example
370,26137,228921.0,5s,5,3,3,5,2,1,BenchmarkUnmarshalDataset/example
371,25503,228623.0,5s,5,3,3,1,3,1,BenchmarkUnmarshalDataset/example
372,26122,228479.0,5s,5,3,3,2,3,1,BenchmarkUnmarshalDataset/example
373,26160,227104.0,5s,5,3,3,3,3,1,BenchmarkUnmarshalDataset/example
374,26071,227764.0,5s,5,3,3,4,3,1,BenchmarkUnmarshalDataset/example
375,26421,227771.0,5s,5,3,3,5,3,1,BenchmarkUnmarshalDataset/example
376,2421907,2443.0,5s,5,3,3,1,1,1,BenchmarkUnmarshal/SimpleDocument/struct
377,6311760,911.6,5s,5,3,3,2,1,1,BenchmarkUnmarshal/SimpleDocument/struct
378,6204522,898.6,5s,5,3,3,3,1,1,BenchmarkUnmarshal/SimpleDocument/struct
379,6449364,893.5,5s,5,3,3,4,1,1,BenchmarkUnmarshal/SimpleDocument/struct
380,5810139,899.6,5s,5,3,3,5,1,1,BenchmarkUnmarshal/SimpleDocument/struct
381,5662428,903.5,5s,5,3,3,1,2,1,BenchmarkUnmarshal/SimpleDocument/struct
382,6616839,905.5,5s,5,3,3,2,2,1,BenchmarkUnmarshal/SimpleDocument/struct
383,6227908,904.3,5s,5,3,3,3,2,1,BenchmarkUnmarshal/SimpleDocument/struct
384,6693865,892.2,5s,5,3,3,4,2,1,BenchmarkUnmarshal/SimpleDocument/struct
385,6664598,896.8,5s,5,3,3,5,2,1,BenchmarkUnmarshal/SimpleDocument/struct
386,6523320,904.0,5s,5,3,3,1,3,1,BenchmarkUnmarshal/SimpleDocument/struct
387,6699271,894.6,5s,5,3,3,2,3,1,BenchmarkUnmarshal/SimpleDocument/struct
388,6718324,892.5,5s,5,3,3,3,3,1,BenchmarkUnmarshal/SimpleDocument/struct
389,6614877,895.2,5s,5,3,3,4,3,1,BenchmarkUnmarshal/SimpleDocument/struct
390,6574429,906.6,5s,5,3,3,5,3,1,BenchmarkUnmarshal/SimpleDocument/struct
391,4930832,1217.0,5s,5,3,3,1,1,1,BenchmarkUnmarshal/SimpleDocument/map
392,4311688,1207.0,5s,5,3,3,2,1,1,BenchmarkUnmarshal/SimpleDocument/map
393,4416376,1214.0,5s,5,3,3,3,1,1,BenchmarkUnmarshal/SimpleDocument/map
394,4771936,1211.0,5s,5,3,3,4,1,1,BenchmarkUnmarshal/SimpleDocument/map
395,4452558,1211.0,5s,5,3,3,5,1,1,BenchmarkUnmarshal/SimpleDocument/map
396,4955821,1198.0,5s,5,3,3,1,2,1,BenchmarkUnmarshal/SimpleDocument/map
397,4898148,1199.0,5s,5,3,3,2,2,1,BenchmarkUnmarshal/SimpleDocument/map
398,4385503,1198.0,5s,5,3,3,3,2,1,BenchmarkUnmarshal/SimpleDocument/map
399,4905684,1211.0,5s,5,3,3,4,2,1,BenchmarkUnmarshal/SimpleDocument/map
400,4827423,1199.0,5s,5,3,3,5,2,1,BenchmarkUnmarshal/SimpleDocument/map
401,4947199,1211.0,5s,5,3,3,1,3,1,BenchmarkUnmarshal/SimpleDocument/map
402,5007139,1199.0,5s,5,3,3,2,3,1,BenchmarkUnmarshal/SimpleDocument/map
403,4573551,1215.0,5s,5,3,3,3,3,1,BenchmarkUnmarshal/SimpleDocument/map
404,4770878,1212.0,5s,5,3,3,4,3,1,BenchmarkUnmarshal/SimpleDocument/map
405,4836303,1206.0,5s,5,3,3,5,3,1,BenchmarkUnmarshal/SimpleDocument/map
406,90414,66112.0,5s,5,3,3,1,1,1,BenchmarkUnmarshal/ReferenceFile/struct
407,90049,66259.0,5s,5,3,3,2,1,1,BenchmarkUnmarshal/ReferenceFile/struct
408,90266,66185.0,5s,5,3,3,3,1,1,BenchmarkUnmarshal/ReferenceFile/struct
409,89496,67042.0,5s,5,3,3,4,1,1,BenchmarkUnmarshal/ReferenceFile/struct
410,89978,67175.0,5s,5,3,3,5,1,1,BenchmarkUnmarshal/ReferenceFile/struct
411,90782,66244.0,5s,5,3,3,1,2,1,BenchmarkUnmarshal/ReferenceFile/struct
412,90280,66365.0,5s,5,3,3,2,2,1,BenchmarkUnmarshal/ReferenceFile/struct
413,87855,66241.0,5s,5,3,3,3,2,1,BenchmarkUnmarshal/ReferenceFile/struct
414,90477,66320.0,5s,5,3,3,4,2,1,BenchmarkUnmarshal/ReferenceFile/struct
415,89967,66288.0,5s,5,3,3,5,2,1,BenchmarkUnmarshal/ReferenceFile/struct
416,90031,66353.0,5s,5,3,3,1,3,1,BenchmarkUnmarshal/ReferenceFile/struct
417,90660,66769.0,5s,5,3,3,2,3,1,BenchmarkUnmarshal/ReferenceFile/struct
418,89262,66255.0,5s,5,3,3,3,3,1,BenchmarkUnmarshal/ReferenceFile/struct
419,89812,66127.0,5s,5,3,3,4,3,1,BenchmarkUnmarshal/ReferenceFile/struct
420,90164,66596.0,5s,5,3,3,5,3,1,BenchmarkUnmarshal/ReferenceFile/struct
421,59344,98293.0,5s,5,3,3,1,1,1,BenchmarkUnmarshal/ReferenceFile/map
422,61485,97670.0,5s,5,3,3,2,1,1,BenchmarkUnmarshal/ReferenceFile/map
423,59983,97265.0,5s,5,3,3,3,1,1,BenchmarkUnmarshal/ReferenceFile/map
424,61033,97128.0,5s,5,3,3,4,1,1,BenchmarkUnmarshal/ReferenceFile/map
425,60498,97941.0,5s,5,3,3,5,1,1,BenchmarkUnmarshal/ReferenceFile/map
426,61466,97856.0,5s,5,3,3,1,2,1,BenchmarkUnmarshal/ReferenceFile/map
427,60484,98439.0,5s,5,3,3,2,2,1,BenchmarkUnmarshal/ReferenceFile/map
428,60642,97436.0,5s,5,3,3,3,2,1,BenchmarkUnmarshal/ReferenceFile/map
429,58021,98052.0,5s,5,3,3,4,2,1,BenchmarkUnmarshal/ReferenceFile/map
430,61290,97848.0,5s,5,3,3,5,2,1,BenchmarkUnmarshal/ReferenceFile/map
431,60872,97991.0,5s,5,3,3,1,3,1,BenchmarkUnmarshal/ReferenceFile/map
432,61704,97593.0,5s,5,3,3,2,3,1,BenchmarkUnmarshal/ReferenceFile/map
433,61092,97887.0,5s,5,3,3,3,3,1,BenchmarkUnmarshal/ReferenceFile/map
434,60458,98100.0,5s,5,3,3,4,3,1,BenchmarkUnmarshal/ReferenceFile/map
435,60687,98179.0,5s,5,3,3,5,3,1,BenchmarkUnmarshal/ReferenceFile/map
436,356298,16598.0,5s,5,3,3,1,1,1,BenchmarkUnmarshal/HugoFrontMatter
437,355575,16484.0,5s,5,3,3,2,1,1,BenchmarkUnmarshal/HugoFrontMatter
438,357610,16616.0,5s,5,3,3,3,1,1,BenchmarkUnmarshal/HugoFrontMatter
439,360894,17066.0,5s,5,3,3,4,1,1,BenchmarkUnmarshal/HugoFrontMatter
440,349413,16595.0,5s,5,3,3,5,1,1,BenchmarkUnmarshal/HugoFrontMatter
441,349056,16950.0,5s,5,3,3,1,2,1,BenchmarkUnmarshal/HugoFrontMatter
442,357979,16349.0,5s,5,3,3,2,2,1,BenchmarkUnmarshal/HugoFrontMatter
443,358726,16655.0,5s,5,3,3,3,2,1,BenchmarkUnmarshal/HugoFrontMatter
444,356991,16906.0,5s,5,3,3,4,2,1,BenchmarkUnmarshal/HugoFrontMatter
445,358941,16458.0,5s,5,3,3,5,2,1,BenchmarkUnmarshal/HugoFrontMatter
446,357444,16992.0,5s,5,3,3,1,3,1,BenchmarkUnmarshal/HugoFrontMatter
447,355842,17254.0,5s,5,3,3,2,3,1,BenchmarkUnmarshal/HugoFrontMatter
448,353068,16647.0,5s,5,3,3,3,3,1,BenchmarkUnmarshal/HugoFrontMatter
449,359766,16499.0,5s,5,3,3,4,3,1,BenchmarkUnmarshal/HugoFrontMatter
450,360464,16828.0,5s,5,3,3,5,3,1,BenchmarkUnmarshal/HugoFrontMatter
451,10769983,557.7,5s,5,3,3,1,1,1,BenchmarkMarshal/SimpleDocument/struct
452,9795321,590.6,5s,5,3,3,2,1,1,BenchmarkMarshal/SimpleDocument/struct
453,10497223,556.2,5s,5,3,3,3,1,1,BenchmarkMarshal/SimpleDocument/struct
454,10779013,593.9,5s,5,3,3,4,1,1,BenchmarkMarshal/SimpleDocument/struct
455,10731264,555.2,5s,5,3,3,5,1,1,BenchmarkMarshal/SimpleDocument/struct
456,10673444,548.5,5s,5,3,3,1,2,1,BenchmarkMarshal/SimpleDocument/struct
457,10831886,559.3,5s,5,3,3,2,2,1,BenchmarkMarshal/SimpleDocument/struct
458,10872086,564.4,5s,5,3,3,3,2,1,BenchmarkMarshal/SimpleDocument/struct
459,10810978,557.2,5s,5,3,3,4,2,1,BenchmarkMarshal/SimpleDocument/struct
460,10713217,554.7,5s,5,3,3,5,2,1,BenchmarkMarshal/SimpleDocument/struct
461,10942544,562.5,5s,5,3,3,1,3,1,BenchmarkMarshal/SimpleDocument/struct
462,10674756,569.8,5s,5,3,3,2,3,1,BenchmarkMarshal/SimpleDocument/struct
463,9665247,568.3,5s,5,3,3,3,3,1,BenchmarkMarshal/SimpleDocument/struct
464,10722072,555.8,5s,5,3,3,4,3,1,BenchmarkMarshal/SimpleDocument/struct
465,10654554,554.2,5s,5,3,3,5,3,1,BenchmarkMarshal/SimpleDocument/struct
466,6905893,836.8,5s,5,3,3,1,1,1,BenchmarkMarshal/SimpleDocument/map
467,7173586,840.1,5s,5,3,3,2,1,1,BenchmarkMarshal/SimpleDocument/map
468,6931204,842.3,5s,5,3,3,3,1,1,BenchmarkMarshal/SimpleDocument/map
469,7201395,840.2,5s,5,3,3,4,1,1,BenchmarkMarshal/SimpleDocument/map
470,6972016,829.7,5s,5,3,3,5,1,1,BenchmarkMarshal/SimpleDocument/map
471,6948344,837.5,5s,5,3,3,1,2,1,BenchmarkMarshal/SimpleDocument/map
472,6922561,844.3,5s,5,3,3,2,2,1,BenchmarkMarshal/SimpleDocument/map
473,7131601,840.3,5s,5,3,3,3,2,1,BenchmarkMarshal/SimpleDocument/map
474,7199337,833.1,5s,5,3,3,4,2,1,BenchmarkMarshal/SimpleDocument/map
475,6509787,838.5,5s,5,3,3,5,2,1,BenchmarkMarshal/SimpleDocument/map
476,6298708,839.0,5s,5,3,3,1,3,1,BenchmarkMarshal/SimpleDocument/map
477,6773890,836.1,5s,5,3,3,2,3,1,BenchmarkMarshal/SimpleDocument/map
478,6835893,841.3,5s,5,3,3,3,3,1,BenchmarkMarshal/SimpleDocument/map
479,7179511,835.7,5s,5,3,3,4,3,1,BenchmarkMarshal/SimpleDocument/map
480,7171329,833.2,5s,5,3,3,5,3,1,BenchmarkMarshal/SimpleDocument/map
481,114500,51857.0,5s,5,3,3,1,1,1,BenchmarkMarshal/ReferenceFile/struct
482,115117,52006.0,5s,5,3,3,2,1,1,BenchmarkMarshal/ReferenceFile/struct
483,115346,52341.0,5s,5,3,3,3,1,1,BenchmarkMarshal/ReferenceFile/struct
484,115563,51820.0,5s,5,3,3,4,1,1,BenchmarkMarshal/ReferenceFile/struct
485,117531,51386.0,5s,5,3,3,5,1,1,BenchmarkMarshal/ReferenceFile/struct
486,115837,51744.0,5s,5,3,3,1,2,1,BenchmarkMarshal/ReferenceFile/struct
487,114812,52395.0,5s,5,3,3,2,2,1,BenchmarkMarshal/ReferenceFile/struct
488,115542,51641.0,5s,5,3,3,3,2,1,BenchmarkMarshal/ReferenceFile/struct
489,113769,51652.0,5s,5,3,3,4,2,1,BenchmarkMarshal/ReferenceFile/struct
490,110169,52878.0,5s,5,3,3,5,2,1,BenchmarkMarshal/ReferenceFile/struct
491,117216,51431.0,5s,5,3,3,1,3,1,BenchmarkMarshal/ReferenceFile/struct
492,115346,51760.0,5s,5,3,3,2,3,1,BenchmarkMarshal/ReferenceFile/struct
493,115299,51349.0,5s,5,3,3,3,3,1,BenchmarkMarshal/ReferenceFile/struct
494,116310,51532.0,5s,5,3,3,4,3,1,BenchmarkMarshal/ReferenceFile/struct
495,110062,52787.0,5s,5,3,3,5,3,1,BenchmarkMarshal/ReferenceFile/struct
496,81382,68239.0,5s,5,3,3,1,1,1,BenchmarkMarshal/ReferenceFile/map
497,87741,69219.0,5s,5,3,3,2,1,1,BenchmarkMarshal/ReferenceFile/map
498,85309,69160.0,5s,5,3,3,3,1,1,BenchmarkMarshal/ReferenceFile/map
499,87669,68715.0,5s,5,3,3,4,1,1,BenchmarkMarshal/ReferenceFile/map
500,88524,68072.0,5s,5,3,3,5,1,1,BenchmarkMarshal/ReferenceFile/map
501,87442,70571.0,5s,5,3,3,1,2,1,BenchmarkMarshal/ReferenceFile/map
502,87493,69052.0,5s,5,3,3,2,2,1,BenchmarkMarshal/ReferenceFile/map
503,87543,69652.0,5s,5,3,3,3,2,1,BenchmarkMarshal/ReferenceFile/map
504,87824,67758.0,5s,5,3,3,4,2,1,BenchmarkMarshal/ReferenceFile/map
505,87109,68457.0,5s,5,3,3,5,2,1,BenchmarkMarshal/ReferenceFile/map
506,76458,68120.0,5s,5,3,3,1,3,1,BenchmarkMarshal/ReferenceFile/map
507,87176,70732.0,5s,5,3,3,2,3,1,BenchmarkMarshal/ReferenceFile/map
508,87834,69717.0,5s,5,3,3,3,3,1,BenchmarkMarshal/ReferenceFile/map
509,86451,69485.0,5s,5,3,3,4,3,1,BenchmarkMarshal/ReferenceFile/map
510,88299,68681.0,5s,5,3,3,5,3,1,BenchmarkMarshal/ReferenceFile/map
511,482830,12360.0,5s,5,3,3,1,1,1,BenchmarkMarshal/HugoFrontMatter
512,484051,12323.0,5s,5,3,3,2,1,1,BenchmarkMarshal/HugoFrontMatter
513,471465,12383.0,5s,5,3,3,3,1,1,BenchmarkMarshal/HugoFrontMatter
514,477118,12511.0,5s,5,3,3,4,1,1,BenchmarkMarshal/HugoFrontMatter
515,478610,12325.0,5s,5,3,3,5,1,1,BenchmarkMarshal/HugoFrontMatter
516,469744,12491.0,5s,5,3,3,1,2,1,BenchmarkMarshal/HugoFrontMatter
517,479659,12379.0,5s,5,3,3,2,2,1,BenchmarkMarshal/HugoFrontMatter
518,474124,12315.0,5s,5,3,3,3,2,1,BenchmarkMarshal/HugoFrontMatter
519,477936,12408.0,5s,5,3,3,4,2,1,BenchmarkMarshal/HugoFrontMatter
520,477799,12199.0,5s,5,3,3,5,2,1,BenchmarkMarshal/HugoFrontMatter
521,477686,12438.0,5s,5,3,3,1,3,1,BenchmarkMarshal/HugoFrontMatter
522,470326,12578.0,5s,5,3,3,2,3,1,BenchmarkMarshal/HugoFrontMatter
523,467216,12479.0,5s,5,3,3,3,3,1,BenchmarkMarshal/HugoFrontMatter
524,478320,12350.0,5s,5,3,3,4,3,1,BenchmarkMarshal/HugoFrontMatter
525,481114,12529.0,5s,5,3,3,5,3,1,BenchmarkMarshal/HugoFrontMatter
526,1070,5588226.0,5s,5,3,3,1,1,2,BenchmarkScanComments/1MValidUtf8
527,2533,2359856.0,5s,5,3,3,2,1,2,BenchmarkScanComments/1MValidUtf8
528,2526,2360910.0,5s,5,3,3,3,1,2,BenchmarkScanComments/1MValidUtf8
529,2539,2360928.0,5s,5,3,3,4,1,2,BenchmarkScanComments/1MValidUtf8
530,2541,2364117.0,5s,5,3,3,5,1,2,BenchmarkScanComments/1MValidUtf8
531,2541,2362879.0,5s,5,3,3,1,2,2,BenchmarkScanComments/1MValidUtf8
532,2541,2363738.0,5s,5,3,3,2,2,2,BenchmarkScanComments/1MValidUtf8
533,2538,2360438.0,5s,5,3,3,3,2,2,BenchmarkScanComments/1MValidUtf8
534,2530,2360736.0,5s,5,3,3,4,2,2,BenchmarkScanComments/1MValidUtf8
535,2539,2360448.0,5s,5,3,3,5,2,2,BenchmarkScanComments/1MValidUtf8
536,2540,2360631.0,5s,5,3,3,1,3,2,BenchmarkScanComments/1MValidUtf8
537,2526,2358945.0,5s,5,3,3,2,3,2,BenchmarkScanComments/1MValidUtf8
538,2544,2359717.0,5s,5,3,3,3,3,2,BenchmarkScanComments/1MValidUtf8
539,2535,2360748.0,5s,5,3,3,4,3,2,BenchmarkScanComments/1MValidUtf8
540,2541,2367353.0,5s,5,3,3,5,3,2,BenchmarkScanComments/1MValidUtf8
541,181355818,32.98,5s,5,3,3,1,1,2,BenchmarkScanComments/10Valid
542,182237535,33.0,5s,5,3,3,2,1,2,BenchmarkScanComments/10Valid
543,182004614,33.01,5s,5,3,3,3,1,2,BenchmarkScanComments/10Valid
544,181727072,32.96,5s,5,3,3,4,1,2,BenchmarkScanComments/10Valid
545,182097754,32.96,5s,5,3,3,5,1,2,BenchmarkScanComments/10Valid
546,182293666,32.95,5s,5,3,3,1,2,2,BenchmarkScanComments/10Valid
547,181975234,33.0,5s,5,3,3,2,2,2,BenchmarkScanComments/10Valid
548,182232165,32.95,5s,5,3,3,3,2,2,BenchmarkScanComments/10Valid
549,181835665,32.96,5s,5,3,3,4,2,2,BenchmarkScanComments/10Valid
550,182024096,32.96,5s,5,3,3,5,2,2,BenchmarkScanComments/10Valid
551,182281716,32.93,5s,5,3,3,1,3,2,BenchmarkScanComments/10Valid
552,181800652,32.91,5s,5,3,3,2,3,2,BenchmarkScanComments/10Valid
553,182136879,32.94,5s,5,3,3,3,3,2,BenchmarkScanComments/10Valid
554,181999341,32.91,5s,5,3,3,4,3,2,BenchmarkScanComments/10Valid
555,181851181,33.0,5s,5,3,3,5,3,2,BenchmarkScanComments/10Valid
556,2124344,2831.0,5s,5,3,3,1,1,2,BenchmarkScanComments/1kValid
557,2117874,2830.0,5s,5,3,3,2,1,2,BenchmarkScanComments/1kValid
558,2122719,2831.0,5s,5,3,3,3,1,2,BenchmarkScanComments/1kValid
559,2127708,2821.0,5s,5,3,3,4,1,2,BenchmarkScanComments/1kValid
560,2122755,2827.0,5s,5,3,3,5,1,2,BenchmarkScanComments/1kValid
561,2121067,2825.0,5s,5,3,3,1,2,2,BenchmarkScanComments/1kValid
562,2124742,2832.0,5s,5,3,3,2,2,2,BenchmarkScanComments/1kValid
563,2122184,2836.0,5s,5,3,3,3,2,2,BenchmarkScanComments/1kValid
564,2117515,2828.0,5s,5,3,3,4,2,2,BenchmarkScanComments/1kValid
565,2124496,2833.0,5s,5,3,3,5,2,2,BenchmarkScanComments/1kValid
566,2123961,2820.0,5s,5,3,3,1,3,2,BenchmarkScanComments/1kValid
567,2119197,2826.0,5s,5,3,3,2,3,2,BenchmarkScanComments/1kValid
568,2124228,2830.0,5s,5,3,3,3,3,2,BenchmarkScanComments/1kValid
569,2124074,2834.0,5s,5,3,3,4,3,2,BenchmarkScanComments/1kValid
570,2114997,2827.0,5s,5,3,3,5,3,2,BenchmarkScanComments/1kValid
571,2077,2888034.0,5s,5,3,3,1,1,2,BenchmarkScanComments/1MValid
572,2089,2890062.0,5s,5,3,3,2,1,2,BenchmarkScanComments/1MValid
573,2086,2892370.0,5s,5,3,3,3,1,2,BenchmarkScanComments/1MValid
574,2074,2891655.0,5s,5,3,3,4,1,2,BenchmarkScanComments/1MValid
575,2077,2892590.0,5s,5,3,3,5,1,2,BenchmarkScanComments/1MValid
576,2083,2882922.0,5s,5,3,3,1,2,2,BenchmarkScanComments/1MValid
577,2079,2895285.0,5s,5,3,3,2,2,2,BenchmarkScanComments/1MValid
578,2082,2892457.0,5s,5,3,3,3,2,2,BenchmarkScanComments/1MValid
579,2058,2892264.0,5s,5,3,3,4,2,2,BenchmarkScanComments/1MValid
580,2083,2894822.0,5s,5,3,3,5,2,2,BenchmarkScanComments/1MValid
581,2065,2893993.0,5s,5,3,3,1,3,2,BenchmarkScanComments/1MValid
582,2084,2880299.0,5s,5,3,3,2,3,2,BenchmarkScanComments/1MValid
583,2068,2884860.0,5s,5,3,3,3,3,2,BenchmarkScanComments/1MValid
584,2077,2892258.0,5s,5,3,3,4,3,2,BenchmarkScanComments/1MValid
585,2067,2891431.0,5s,5,3,3,5,3,2,BenchmarkScanComments/1MValid
586,276115891,21.73,5s,5,3,3,1,1,2,BenchmarkScanComments/10ValidUtf8
587,276058430,21.78,5s,5,3,3,2,1,2,BenchmarkScanComments/10ValidUtf8
588,276042084,21.74,5s,5,3,3,3,1,2,BenchmarkScanComments/10ValidUtf8
589,276271330,21.72,5s,5,3,3,4,1,2,BenchmarkScanComments/10ValidUtf8
590,275801180,21.77,5s,5,3,3,5,1,2,BenchmarkScanComments/10ValidUtf8
591,275872396,21.73,5s,5,3,3,1,2,2,BenchmarkScanComments/10ValidUtf8
592,275988818,21.74,5s,5,3,3,2,2,2,BenchmarkScanComments/10ValidUtf8
593,274883956,21.74,5s,5,3,3,3,2,2,BenchmarkScanComments/10ValidUtf8
594,276028706,21.74,5s,5,3,3,4,2,2,BenchmarkScanComments/10ValidUtf8
595,276165834,21.75,5s,5,3,3,5,2,2,BenchmarkScanComments/10ValidUtf8
596,276277717,21.74,5s,5,3,3,1,3,2,BenchmarkScanComments/10ValidUtf8
597,276212545,21.73,5s,5,3,3,2,3,2,BenchmarkScanComments/10ValidUtf8
598,276168349,21.73,5s,5,3,3,3,3,2,BenchmarkScanComments/10ValidUtf8
