m_id,n,ns_per_op,bed,iterations,sr,ir,b_name
44,357,6701217.0,2s,1,1,1,BenchmarkParseLiteralStringValid/1MValid
45,49848079,47.31,2s,1,1,1,BenchmarkParseLiteralStringValid/10ValidUtf8
46,460498,5193.0,2s,1,1,1,BenchmarkParseLiteralStringValid/1kValidUtf8
47,840,2857513.0,2s,1,1,1,BenchmarkParseLiteralStringValid/1MValidUtf8
48,13360653,177.6,2s,1,1,1,BenchmarkParseBasicStringWithUnicode/4
49,3257211,755.4,2s,1,1,1,BenchmarkParseBasicStringWithUnicode/8
50,213038998,11.32,2s,1,1,1,BenchmarkParseBasicStringsEasy/1
51,75767575,31.5,2s,1,1,1,BenchmarkParseBasicStringsEasy/4
52,100000000,23.19,2s,1,1,1,BenchmarkParseBasicStringsEasy/8
53,34119500,69.46,2s,1,1,1,BenchmarkParseBasicStringsEasy/16
54,47874604,51.28,2s,1,1,1,BenchmarkParseBasicStringsEasy/21
55,76,31493778.0,2s,1,1,1,BenchmarkUnmarshalDataset/config
56,7,298392853.0,2s,1,1,1,BenchmarkUnmarshalDataset/canada
57,40,55037576.0,2s,1,1,1,BenchmarkUnmarshalDataset/citm_catalog
58,121,20577867.0,2s,1,1,1,BenchmarkUnmarshalDataset/twitter
59,16,138238902.0,2s,1,1,1,BenchmarkUnmarshalDataset/code
60,3771,624986.0,2s,1,1,1,BenchmarkUnmarshalDataset/example
61,826188,2654.0,2s,1,1,1,BenchmarkUnmarshal/SimpleDocument/struct
62,669114,4772.0,2s,1,1,1,BenchmarkUnmarshal/SimpleDocument/map
63,34334,70843.0,2s,1,1,1,BenchmarkUnmarshal/ReferenceFile/struct
64,10000,240857.0,2s,1,1,1,BenchmarkUnmarshal/ReferenceFile/map
65,59248,43717.0,2s,1,1,1,BenchmarkUnmarshal/HugoFrontMatter
66,4170679,578.3,2s,1,1,1,BenchmarkMarshal/SimpleDocument/struct
67,1000000,2286.0,2s,1,1,1,BenchmarkMarshal/SimpleDocument/map
68,17185,137639.0,2s,1,1,1,BenchmarkMarshal/ReferenceFile/struct
69,32468,73530.0,2s,1,1,1,BenchmarkMarshal/ReferenceFile/map
70,179708,13361.0,2s,1,1,1,BenchmarkMarshal/HugoFrontMatter
71,361,6670275.0,3s,1,1,1,BenchmarkScanComments/1MValid
72,96089116,24.86,3s,1,1,1,BenchmarkScanComments/10ValidUtf8
73,861160,2780.0,3s,1,1,1,BenchmarkScanComments/1kValidUtf8
74,840,2855117.0,3s,1,1,1,BenchmarkScanComments/1MValidUtf8
75,32158536,76.28,3s,1,1,1,BenchmarkScanComments/10Valid
76,712363,3360.0,3s,1,1,1,BenchmarkScanComments/1kValid
77,31635208,75.96,3s,1,1,1,BenchmarkParseLiteralStringValid/10Valid
78,712767,3365.0,3s,1,1,1,BenchmarkParseLiteralStringValid/1kValid
79,691,3458728.0,3s,1,1,1,BenchmarkParseLiteralStringValid/1MValid
80,93767247,25.5,3s,1,1,1,BenchmarkParseLiteralStringValid/10ValidUtf8
81,459170,5223.0,3s,1,1,1,BenchmarkParseLiteralStringValid/1kValidUtf8
82,838,2853703.0,3s,1,1,1,BenchmarkParseLiteralStringValid/1MValidUtf8
83,13905242,172.2,3s,1,1,1,BenchmarkParseBasicStringWithUnicode/4
84,7899325,302.0,3s,1,1,1,BenchmarkParseBasicStringWithUnicode/8
85,214054843,11.26,3s,1,1,1,BenchmarkParseBasicStringsEasy/1
86,145551519,16.52,3s,1,1,1,BenchmarkParseBasicStringsEasy/4
87,100000000,23.33,3s,1,1,1,BenchmarkParseBasicStringsEasy/8
88,33540606,71.08,3s,1,1,1,BenchmarkParseBasicStringsEasy/16
89,46892719,51.14,3s,1,1,1,BenchmarkParseBasicStringsEasy/21
90,36,67319125.0,3s,1,1,1,BenchmarkUnmarshalDataset/config
91,15,149424048.0,3s,1,1,1,BenchmarkUnmarshalDataset/canada
92,21,117102650.0,3s,1,1,1,BenchmarkUnmarshalDataset/citm_catalog
93,126,18645701.0,3s,1,1,1,BenchmarkUnmarshalDataset/twitter
94,8,288367624.0,3s,1,1,1,BenchmarkUnmarshalDataset/code
95,9738,229680.0,3s,1,1,1,BenchmarkUnmarshalDataset/example
96,934198,2492.0,3s,1,1,1,BenchmarkUnmarshal/SimpleDocument/struct
97,721564,3232.0,3s,1,1,1,BenchmarkUnmarshal/SimpleDocument/map
98,15955,151495.0,3s,1,1,1,BenchmarkUnmarshal/ReferenceFile/struct
99,10000,227356.0,3s,1,1,1,BenchmarkUnmarshal/ReferenceFile/map
100,61586,42136.0,3s,1,1,1,BenchmarkUnmarshal/HugoFrontMatter
101,4311729,629.1,3s,1,1,1,BenchmarkMarshal/SimpleDocument/struct
102,2722940,844.8,3s,1,1,1,BenchmarkMarshal/SimpleDocument/map
103,45404,52618.0,3s,1,1,1,BenchmarkMarshal/ReferenceFile/struct
104,34698,68492.0,3s,1,1,1,BenchmarkMarshal/ReferenceFile/map
105,69496,33426.0,3s,1,1,1,BenchmarkMarshal/HugoFrontMatter
106,717,6671818.0,4s,1,1,1,BenchmarkScanComments/1MValid
107,191974550,25.03,4s,1,1,1,BenchmarkScanComments/10ValidUtf8
108,1724844,2781.0,4s,1,1,1,BenchmarkScanComments/1kValidUtf8
109,1678,2860594.0,4s,1,1,1,BenchmarkScanComments/1MValidUtf8
110,122396751,39.2,4s,1,1,1,BenchmarkScanComments/10Valid
111,1428936,3358.0,4s,1,1,1,BenchmarkScanComments/1kValid
112,123321232,38.91,4s,1,1,1,BenchmarkParseLiteralStringValid/10Valid
113,1428158,3360.0,4s,1,1,1,BenchmarkParseLiteralStringValid/1kValid
114,714,6706825.0,4s,1,1,1,BenchmarkParseLiteralStringValid/1MValid
115,100000000,47.53,4s,1,1,1,BenchmarkParseLiteralStringValid/10ValidUtf8
116,1727766,2774.0,4s,1,1,1,BenchmarkParseLiteralStringValid/1kValidUtf8
117,1674,2855794.0,4s,1,1,1,BenchmarkParseLiteralStringValid/1MValidUtf8
118,9936516,491.2,4s,1,1,1,BenchmarkParseBasicStringWithUnicode/4
119,15624422,305.6,4s,1,1,1,BenchmarkParseBasicStringWithUnicode/8
120,425872780,11.27,4s,1,1,1,BenchmarkParseBasicStringsEasy/1
121,151841922,31.61,4s,1,1,1,BenchmarkParseBasicStringsEasy/4
122,207914872,23.45,4s,1,1,1,BenchmarkParseBasicStringsEasy/8
123,129763378,37.01,4s,1,1,1,BenchmarkParseBasicStringsEasy/16
124,96729135,50.8,4s,1,1,1,BenchmarkParseBasicStringsEasy/21
125,72,67436724.0,4s,1,1,1,BenchmarkUnmarshalDataset/config
126,30,150808027.0,4s,1,1,1,BenchmarkUnmarshalDataset/canada
127,40,109059341.0,4s,1,1,1,BenchmarkUnmarshalDataset/citm_catalog
128,247,19209268.0,4s,1,1,1,BenchmarkUnmarshalDataset/twitter
129,36,136894488.0,4s,1,1,1,BenchmarkUnmarshalDataset/code
130,20236,236496.0,4s,1,1,1,BenchmarkUnmarshalDataset/example
131,5052284,936.4,4s,1,1,1,BenchmarkUnmarshal/SimpleDocument/struct
132,1400217,3436.0,4s,1,1,1,BenchmarkUnmarshal/SimpleDocument/map
133,70608,69151.0,4s,1,1,1,BenchmarkUnmarshal/ReferenceFile/struct
134,47506,101165.0,4s,1,1,1,BenchmarkUnmarshal/ReferenceFile/map
135,275700,17550.0,4s,1,1,1,BenchmarkUnmarshal/HugoFrontMatter
136,7722324,569.3,4s,1,1,1,BenchmarkMarshal/SimpleDocument/struct
137,4889906,872.5,4s,1,1,1,BenchmarkMarshal/SimpleDocument/map
138,88945,53722.0,4s,1,1,1,BenchmarkMarshal/ReferenceFile/struct
139,67119,72536.0,4s,1,1,1,BenchmarkMarshal/ReferenceFile/map
140,372594,12802.0,4s,1,1,1,BenchmarkMarshal/HugoFrontMatter
141,832,7178808.0,5s,1,1,1,BenchmarkScanComments/1MValid
142,276663520,21.71,5s,1,1,1,BenchmarkScanComments/10ValidUtf8
143,1000000,5496.0,5s,1,1,1,BenchmarkScanComments/1kValidUtf8
144,2534,2368268.0,5s,1,1,1,BenchmarkScanComments/1MValidUtf8
145,182217367,32.94,5s,1,1,1,BenchmarkScanComments/10Valid
146,2114586,2836.0,5s,1,1,1,BenchmarkScanComments/1kValid
147,166365076,36.09,5s,1,1,1,BenchmarkParseLiteralStringValid/10Valid
148,1898317,3153.0,5s,1,1,1,BenchmarkParseLiteralStringValid/1kValid
149,1869,3217463.0,5s,1,1,1,BenchmarkParseLiteralStringValid/1MValid
150,268566702,22.34,5s,1,1,1,BenchmarkParseLiteralStringValid/10ValidUtf8
151,2456433,2443.0,5s,1,1,1,BenchmarkParseLiteralStringValid/1kValidUtf8
152,2408,2494348.0,5s,1,1,1,BenchmarkParseLiteralStringValid/1MValidUtf8
153,38395257,154.1,5s,1,1,1,BenchmarkParseBasicStringWithUnicode/4
154,23637435,251.7,5s,1,1,1,BenchmarkParseBasicStringWithUnicode/8
155,644725268,9.329,5s,1,1,1,BenchmarkParseBasicStringsEasy/1
156,171960566,35.16,5s,1,1,1,BenchmarkParseBasicStringsEasy/4
157,291856024,20.59,5s,1,1,1,BenchmarkParseBasicStringsEasy/8
158,174409303,34.53,5s,1,1,1,BenchmarkParseBasicStringsEasy/16
159,135241440,44.38,5s,1,1,1,BenchmarkParseBasicStringsEasy/21
160,222,26718174.0,5s,1,1,1,BenchmarkUnmarshalDataset/config
161,44,128823839.0,5s,1,1,1,BenchmarkUnmarshalDataset/canada
162,132,44764444.0,5s,1,1,1,BenchmarkUnmarshalDataset/citm_catalog
163,375,15945615.0,5s,1,1,1,BenchmarkUnmarshalDataset/twitter
164,51,115063351.0,5s,1,1,1,BenchmarkUnmarshalDataset/code
165,30351,196438.0,5s,1,1,1,BenchmarkUnmarshalDataset/example
166,7782622,772.1,5s,1,1,1,BenchmarkUnmarshal/SimpleDocument/struct
167,5865099,1022.0,5s,1,1,1,BenchmarkUnmarshal/SimpleDocument/map
168,104818,57238.0,5s,1,1,1,BenchmarkUnmarshal/ReferenceFile/struct
169,28218,207828.0,5s,1,1,1,BenchmarkUnmarshal/ReferenceFile/map
170,399264,14609.0,5s,1,1,1,BenchmarkUnmarshal/HugoFrontMatter
171,12235418,489.3,5s,1,1,1,BenchmarkMarshal/SimpleDocument/struct
172,3231093,1815.0,5s,1,1,1,BenchmarkMarshal/SimpleDocument/map
173,136809,43496.0,5s,1,1,1,BenchmarkMarshal/ReferenceFile/struct
174,100908,59759.0,5s,1,1,1,BenchmarkMarshal/ReferenceFile/map
175,546260,10574.0,5s,1,1,1,BenchmarkMarshal/HugoFrontMatter
176,178,6675767.0,1s,2,1,1,BenchmarkScanComments/1MValid
177,348,3435758.0,1s,2,1,1,BenchmarkScanComments/1MValid
178,25037587,47.92,1s,2,1,1,BenchmarkScanComments/10ValidUtf8
179,47931649,24.93,1s,2,1,1,BenchmarkScanComments/10ValidUtf8
180,232303,5129.0,1s,2,1,1,BenchmarkScanComments/1kValidUtf8
181,415370,2791.0,1s,2,1,1,BenchmarkScanComments/1kValidUtf8
182,420,2857832.0,1s,2,1,1,BenchmarkScanComments/1MValidUtf8
183,420,2854021.0,1s,2,1,1,BenchmarkScanComments/1MValidUtf8
184,15723164,76.38,1s,2,1,1,BenchmarkScanComments/10Valid
185,30433400,39.22,1s,2,1,1,BenchmarkScanComments/10Valid
186,354444,3371.0,1s,2,1,1,BenchmarkScanComments/1kValid
187,356086,3359.0,1s,2,1,1,BenchmarkScanComments/1kValid
188,15751092,75.83,1s,2,1,1,BenchmarkParseLiteralStringValid/10Valid
189,29383243,39.05,1s,2,1,1,BenchmarkParseLiteralStringValid/10Valid
190,356821,3359.0,1s,2,1,1,BenchmarkParseLiteralStringValid/1kValid
191,353427,3362.0,1s,2,1,1,BenchmarkParseLiteralStringValid/1kValid
192,346,3444581.0,1s,2,1,1,BenchmarkParseLiteralStringValid/1MValid
193,348,3446013.0,1s,2,1,1,BenchmarkParseLiteralStringValid/1MValid
194,25178078,47.58,1s,2,1,1,BenchmarkParseLiteralStringValid/10ValidUtf8
195,46782073,25.56,1s,2,1,1,BenchmarkParseLiteralStringValid/10ValidUtf8
196,229716,5210.0,1s,2,1,1,BenchmarkParseLiteralStringValid/1kValidUtf8
197,425042,2774.0,1s,2,1,1,BenchmarkParseLiteralStringValid/1kValidUtf8
198,225,5296354.0,1s,2,1,1,BenchmarkParseLiteralStringValid/1MValidUtf8
199,418,2859573.0,1s,2,1,1,BenchmarkParseLiteralStringValid/1MValidUtf8
200,2508625,487.5,1s,2,1,1,BenchmarkParseBasicStringWithUnicode/4
201,6238147,172.9,1s,2,1,1,BenchmarkParseBasicStringWithUnicode/4
202,3888315,307.6,1s,2,1,1,BenchmarkParseBasicStringWithUnicode/8
203,3932618,302.8,1s,2,1,1,BenchmarkParseBasicStringWithUnicode/8
204,56680663,21.37,1s,2,1,1,BenchmarkParseBasicStringsEasy/1
205,100000000,11.32,1s,2,1,1,BenchmarkParseBasicStringsEasy/1
206,72392088,16.49,1s,2,1,1,BenchmarkParseBasicStringsEasy/4
207,72206366,16.54,1s,2,1,1,BenchmarkParseBasicStringsEasy/4
208,28648018,43.33,1s,2,1,1,BenchmarkParseBasicStringsEasy/8
209,45641972,22.96,1s,2,1,1,BenchmarkParseBasicStringsEasy/8
210,16968447,69.97,1s,2,1,1,BenchmarkParseBasicStringsEasy/16
211,32126175,37.1,1s,2,1,1,BenchmarkParseBasicStringsEasy/16
212,13505995,88.17,1s,2,1,1,BenchmarkParseBasicStringsEasy/21
213,13682019,87.29,1s,2,1,1,BenchmarkParseBasicStringsEasy/21
214,38,30564733.0,1s,2,1,1,BenchmarkUnmarshalDataset/config
215,38,30998125.0,1s,2,1,1,BenchmarkUnmarshalDataset/config
216,3,360989018.0,1s,2,1,1,BenchmarkUnmarshalDataset/canada
217,7,151762676.0,1s,2,1,1,BenchmarkUnmarshalDataset/canada
218,10,123019533.0,1s,2,1,1,BenchmarkUnmarshalDataset/citm_catalog
219,20,55817759.0,1s,2,1,1,BenchmarkUnmarshalDataset/citm_catalog
220,64,18730942.0,1s,2,1,1,BenchmarkUnmarshalDataset/twitter
221,67,18677832.0,1s,2,1,1,BenchmarkUnmarshalDataset/twitter
222,4,276697122.0,1s,2,1,1,BenchmarkUnmarshalDataset/code
223,8,148953955.0,1s,2,1,1,BenchmarkUnmarshalDataset/code
224,2004,672595.0,1s,2,1,1,BenchmarkUnmarshalDataset/example
225,4522,236389.0,1s,2,1,1,BenchmarkUnmarshalDataset/example
226,441202,2585.0,1s,2,1,1,BenchmarkUnmarshal/SimpleDocument/struct
227,1288521,917.8,1s,2,1,1,BenchmarkUnmarshal/SimpleDocument/struct
228,824037,1459.0,1s,2,1,1,BenchmarkUnmarshal/SimpleDocument/map
229,861784,1257.0,1s,2,1,1,BenchmarkUnmarshal/SimpleDocument/map
230,16708,68503.0,1s,2,1,1,BenchmarkUnmarshal/ReferenceFile/struct
231,16477,67362.0,1s,2,1,1,BenchmarkUnmarshal/ReferenceFile/struct
232,10000,105734.0,1s,2,1,1,BenchmarkUnmarshal/ReferenceFile/map
233,10000,101215.0,1s,2,1,1,BenchmarkUnmarshal/ReferenceFile/map
234,30270,41612.0,1s,2,1,1,BenchmarkUnmarshal/HugoFrontMatter
235,69979,17194.0,1s,2,1,1,BenchmarkUnmarshal/HugoFrontMatter
236,2092737,590.4,1s,2,1,1,BenchmarkMarshal/SimpleDocument/struct
237,2113474,614.1,1s,2,1,1,BenchmarkMarshal/SimpleDocument/struct
238,539680,2225.0,1s,2,1,1,BenchmarkMarshal/SimpleDocument/map
239,1358889,865.3,1s,2,1,1,BenchmarkMarshal/SimpleDocument/map
240,21969,54114.0,1s,2,1,1,BenchmarkMarshal/ReferenceFile/struct
241,20846,56847.0,1s,2,1,1,BenchmarkMarshal/ReferenceFile/struct
242,16138,72891.0,1s,2,1,1,BenchmarkMarshal/ReferenceFile/map
243,17142,71151.0,1s,2,1,1,BenchmarkMarshal/ReferenceFile/map
244,95570,12480.0,1s,2,1,1,BenchmarkMarshal/HugoFrontMatter
245,94534,12591.0,1s,2,1,1,BenchmarkMarshal/HugoFrontMatter
246,358,6575399.0,2s,2,1,1,BenchmarkScanComments/1MValid
247,692,3434726.0,2s,2,1,1,BenchmarkScanComments/1MValid
248,50139378,47.52,2s,2,1,1,BenchmarkScanComments/10ValidUtf8
249,50167730,47.87,2s,2,1,1,BenchmarkScanComments/10ValidUtf8
250,859753,2797.0,2s,2,1,1,BenchmarkScanComments/1kValidUtf8
251,859888,2779.0,2s,2,1,1,BenchmarkScanComments/1kValidUtf8
252,841,2852800.0,2s,2,1,1,BenchmarkScanComments/1MValidUtf8
253,841,2857755.0,2s,2,1,1,BenchmarkScanComments/1MValidUtf8
254,61219330,39.22,2s,2,1,1,BenchmarkScanComments/10Valid
255,60890857,39.19,2s,2,1,1,BenchmarkScanComments/10Valid
256,367094,6517.0,2s,2,1,1,BenchmarkScanComments/1kValid
257,710599,3362.0,2s,2,1,1,BenchmarkScanComments/1kValid
258,61617764,38.98,2s,2,1,1,BenchmarkParseLiteralStringValid/10Valid
259,61555932,38.93,2s,2,1,1,BenchmarkParseLiteralStringValid/10Valid
260,362252,6546.0,2s,2,1,1,BenchmarkParseLiteralStringValid/1kValid
261,710421,3361.0,2s,2,1,1,BenchmarkParseLiteralStringValid/1kValid
262,358,6644808.0,2s,2,1,1,BenchmarkParseLiteralStringValid/1MValid
263,691,3440638.0,2s,2,1,1,BenchmarkParseLiteralStringValid/1MValid
264,92663090,25.5,2s,2,1,1,BenchmarkParseLiteralStringValid/10ValidUtf8
265,93603896,25.5,2s,2,1,1,BenchmarkParseLiteralStringValid/10ValidUtf8
266,861796,2776.0,2s,2,1,1,BenchmarkParseLiteralStringValid/1kValidUtf8
267,856509,2789.0,2s,2,1,1,BenchmarkParseLiteralStringValid/1kValidUtf8
268,841,2853694.0,2s,2,1,1,BenchmarkParseLiteralStringValid/1MValidUtf8
269,838,2854423.0,2s,2,1,1,BenchmarkParseLiteralStringValid/1MValidUtf8
270,13906002,176.5,2s,2,1,1,BenchmarkParseBasicStringWithUnicode/4
271,13894621,175.4,2s,2,1,1,BenchmarkParseBasicStringWithUnicode/4
272,7725174,308.7,2s,2,1,1,BenchmarkParseBasicStringWithUnicode/8
273,7779916,307.0,2s,2,1,1,BenchmarkParseBasicStringWithUnicode/8
274,213155259,11.27,2s,2,1,1,BenchmarkParseBasicStringsEasy/1
275,213451508,11.28,2s,2,1,1,BenchmarkParseBasicStringsEasy/1
276,76224038,31.45,2s,2,1,1,BenchmarkParseBasicStringsEasy/4
277,145490488,16.52,2s,2,1,1,BenchmarkParseBasicStringsEasy/4
278,97892092,23.51,2s,2,1,1,BenchmarkParseBasicStringsEasy/8
279,100000000,23.04,2s,2,1,1,BenchmarkParseBasicStringsEasy/8
280,64312074,37.08,2s,2,1,1,BenchmarkParseBasicStringsEasy/16
281,64518370,37.06,2s,2,1,1,BenchmarkParseBasicStringsEasy/16
282,46946646,51.02,2s,2,1,1,BenchmarkParseBasicStringsEasy/21
283,46266674,51.55,2s,2,1,1,BenchmarkParseBasicStringsEasy/21
284,79,31136514.0,2s,2,1,1,BenchmarkUnmarshalDataset/config
285,76,31327730.0,2s,2,1,1,BenchmarkUnmarshalDataset/config
286,15,155853822.0,2s,2,1,1,BenchmarkUnmarshalDataset/canada
287,15,167966965.0,2s,2,1,1,BenchmarkUnmarshalDataset/canada
288,44,53967042.0,2s,2,1,1,BenchmarkUnmarshalDataset/citm_catalog
289,39,52547429.0,2s,2,1,1,BenchmarkUnmarshalDataset/citm_catalog
290,120,20038032.0,2s,2,1,1,BenchmarkUnmarshalDataset/twitter
291,124,18801318.0,2s,2,1,1,BenchmarkUnmarshalDataset/twitter
292,16,139178307.0,2s,2,1,1,BenchmarkUnmarshalDataset/code
293,18,132336206.0,2s,2,1,1,BenchmarkUnmarshalDataset/code
294,9742,235656.0,2s,2,1,1,BenchmarkUnmarshalDataset/example
295,9231,240065.0,2s,2,1,1,BenchmarkUnmarshalDataset/example
296,2262834,949.8,2s,2,1,1,BenchmarkUnmarshal/SimpleDocument/struct
297,2604160,934.3,2s,2,1,1,BenchmarkUnmarshal/SimpleDocument/struct
298,1817401,1262.0,2s,2,1,1,BenchmarkUnmarshal/SimpleDocument/map
299,1957760,1256.0,2s,2,1,1,BenchmarkUnmarshal/SimpleDocument/map
300,34879,68785.0,2s,2,1,1,BenchmarkUnmarshal/ReferenceFile/struct
301,34887,68253.0,2s,2,1,1,BenchmarkUnmarshal/ReferenceFile/struct
302,10000,227472.0,2s,2,1,1,BenchmarkUnmarshal/ReferenceFile/map
303,23797,103169.0,2s,2,1,1,BenchmarkUnmarshal/ReferenceFile/map
304,136384,17341.0,2s,2,1,1,BenchmarkUnmarshal/HugoFrontMatter
305,137740,16983.0,2s,2,1,1,BenchmarkUnmarshal/HugoFrontMatter
306,1709570,1405.0,2s,2,1,1,BenchmarkMarshal/SimpleDocument/struct
307,4273268,566.8,2s,2,1,1,BenchmarkMarshal/SimpleDocument/struct
308,1000000,2129.0,2s,2,1,1,BenchmarkMarshal/SimpleDocument/map
309,1000000,2723.0,2s,2,1,1,BenchmarkMarshal/SimpleDocument/map
310,17178,134466.0,2s,2,1,1,BenchmarkMarshal/ReferenceFile/struct
311,15732,136366.0,2s,2,1,1,BenchmarkMarshal/ReferenceFile/struct
312,33237,73364.0,2s,2,1,1,BenchmarkMarshal/ReferenceFile/map
313,33608,76664.0,2s,2,1,1,BenchmarkMarshal/ReferenceFile/map
314,69168,33260.0,2s,2,1,1,BenchmarkMarshal/HugoFrontMatter
315,185356,12876.0,2s,2,1,1,BenchmarkMarshal/HugoFrontMatter
316,1042,3442564.0,3s,2,1,1,BenchmarkScanComments/1MValid
317,1046,3437076.0,3s,2,1,1,BenchmarkScanComments/1MValid
318,144892520,24.89,3s,2,1,1,BenchmarkScanComments/10ValidUtf8
319,144760707,24.86,3s,2,1,1,BenchmarkScanComments/10ValidUtf8
320,1295175,2784.0,3s,2,1,1,BenchmarkScanComments/1kValidUtf8
321,1293768,2780.0,3s,2,1,1,BenchmarkScanComments/1kValidUtf8
322,1260,2855831.0,3s,2,1,1,BenchmarkScanComments/1MValidUtf8
323,1260,2866978.0,3s,2,1,1,BenchmarkScanComments/1MValidUtf8
324,47653584,75.91,3s,2,1,1,BenchmarkScanComments/10Valid
325,91774706,39.19,3s,2,1,1,BenchmarkScanComments/10Valid
326,1000000,3364.0,3s,2,1,1,BenchmarkScanComments/1kValid
327,1000000,3368.0,3s,2,1,1,BenchmarkScanComments/1kValid
328,91518662,38.96,3s,2,1,1,BenchmarkParseLiteralStringValid/10Valid
329,91563247,38.94,3s,2,1,1,BenchmarkParseLiteralStringValid/10Valid
330,1000000,3360.0,3s,2,1,1,BenchmarkParseLiteralStringValid/1kValid
331,1000000,3362.0,3s,2,1,1,BenchmarkParseLiteralStringValid/1kValid
332,1045,3441484.0,3s,2,1,1,BenchmarkParseLiteralStringValid/1MValid
333,1044,3444654.0,3s,2,1,1,BenchmarkParseLiteralStringValid/1MValid
334,140834653,25.53,3s,2,1,1,BenchmarkParseLiteralStringValid/10ValidUtf8
335,141164362,25.5,3s,2,1,1,BenchmarkParseLiteralStringValid/10ValidUtf8
336,1290080,2794.0,3s,2,1,1,BenchmarkParseLiteralStringValid/1kValidUtf8
337,1297035,2774.0,3s,2,1,1,BenchmarkParseLiteralStringValid/1kValidUtf8
338,673,5340140.0,3s,2,1,1,BenchmarkParseLiteralStringValid/1MValidUtf8
339,1262,2855617.0,3s,2,1,1,BenchmarkParseLiteralStringValid/1MValidUtf8
340,7610758,488.3,3s,2,1,1,BenchmarkParseBasicStringWithUnicode/4
341,20298328,174.2,3s,2,1,1,BenchmarkParseBasicStringWithUnicode/4
342,4915688,743.5,3s,2,1,1,BenchmarkParseBasicStringWithUnicode/8
343,11762780,305.0,3s,2,1,1,BenchmarkParseBasicStringWithUnicode/8
344,319573899,11.29,3s,2,1,1,BenchmarkParseBasicStringsEasy/1
345,322227520,11.26,3s,2,1,1,BenchmarkParseBasicStringsEasy/1
346,217627474,16.54,3s,2,1,1,BenchmarkParseBasicStringsEasy/4
347,218644339,16.43,3s,2,1,1,BenchmarkParseBasicStringsEasy/4
