m_id,n,ns_per_op,bed,iterations,sr,ir,b_name
231,21139,57442.0,1s,2,1,1,BenchmarkUnmarshal/ReferenceFile/struct
232,13711,86452.0,1s,2,1,1,BenchmarkUnmarshal/ReferenceFile/map
233,13944,86106.0,1s,2,1,1,BenchmarkUnmarshal/ReferenceFile/map
234,80757,14773.0,1s,2,1,1,BenchmarkUnmarshal/HugoFrontMatter
235,80995,14799.0,1s,2,1,1,BenchmarkUnmarshal/HugoFrontMatter
236,2420936,503.5,1s,2,1,1,BenchmarkMarshal/SimpleDocument/struct
237,2462065,490.3,1s,2,1,1,BenchmarkMarshal/SimpleDocument/struct
238,1590764,761.0,1s,2,1,1,BenchmarkMarshal/SimpleDocument/map
239,1587729,758.5,1s,2,1,1,BenchmarkMarshal/SimpleDocument/map
240,10000,112819.0,1s,2,1,1,BenchmarkMarshal/ReferenceFile/struct
241,27721,43280.0,1s,2,1,1,BenchmarkMarshal/ReferenceFile/struct
242,10000,143712.0,1s,2,1,1,BenchmarkMarshal/ReferenceFile/map
243,20541,62115.0,1s,2,1,1,BenchmarkMarshal/ReferenceFile/map
244,38902,28127.0,1s,2,1,1,BenchmarkMarshal/HugoFrontMatter
245,107922,10644.0,1s,2,1,1,BenchmarkMarshal/HugoFrontMatter
246,828,2896070.0,2s,2,1,1,BenchmarkScanComments/1MValid
247,828,2904022.0,2s,2,1,1,BenchmarkScanComments/1MValid
248,100000000,21.72,2s,2,1,1,BenchmarkScanComments/10ValidUtf8
249,100000000,21.76,2s,2,1,1,BenchmarkScanComments/10ValidUtf8
250,1000000,2354.0,2s,2,1,1,BenchmarkScanComments/1kValidUtf8
251,1000000,2355.0,2s,2,1,1,BenchmarkScanComments/1kValidUtf8
252,428,5581285.0,2s,2,1,1,BenchmarkScanComments/1MValidUtf8
253,428,5594141.0,2s,2,1,1,BenchmarkScanComments/1MValidUtf8
254,71977348,33.06,2s,2,1,1,BenchmarkScanComments/10Valid
255,71052931,33.03,2s,2,1,1,BenchmarkScanComments/10Valid
256,337560,7096.0,2s,2,1,1,BenchmarkScanComments/1kValid
257,849205,2829.0,2s,2,1,1,BenchmarkScanComments/1kValid
258,431642,5533.0,2s,2,1,1,BenchmarkParseLiteralStringValid/1kValidUtf8
259,978542,2440.0,2s,2,1,1,BenchmarkParseLiteralStringValid/1kValidUtf8
260,428,5591914.0,2s,2,1,1,BenchmarkParseLiteralStringValid/1MValidUtf8
261,918,2492280.0,2s,2,1,1,BenchmarkParseLiteralStringValid/1MValidUtf8
262,28838328,82.82,2s,2,1,1,BenchmarkParseLiteralStringValid/10Valid
263,67689520,35.98,2s,2,1,1,BenchmarkParseLiteralStringValid/10Valid
264,731154,3146.0,2s,2,1,1,BenchmarkParseLiteralStringValid/1kValid
265,760335,3163.0,2s,2,1,1,BenchmarkParseLiteralStringValid/1kValid
266,742,3224849.0,2s,2,1,1,BenchmarkParseLiteralStringValid/1MValid
267,742,3205808.0,2s,2,1,1,BenchmarkParseLiteralStringValid/1MValid
268,100000000,22.35,2s,2,1,1,BenchmarkParseLiteralStringValid/10ValidUtf8
269,100000000,22.37,2s,2,1,1,BenchmarkParseLiteralStringValid/10ValidUtf8
270,15433934,154.8,2s,2,1,1,BenchmarkParseBasicStringWithUnicode/4
271,15517515,154.1,2s,2,1,1,BenchmarkParseBasicStringWithUnicode/4
272,9458287,254.3,2s,2,1,1,BenchmarkParseBasicStringWithUnicode/8
273,9467430,251.0,2s,2,1,1,BenchmarkParseBasicStringWithUnicode/8
274,257470542,9.304,2s,2,1,1,BenchmarkParseBasicStringsEasy/1
275,257266962,9.328,2s,2,1,1,BenchmarkParseBasicStringsEasy/1
276,157067005,15.22,2s,2,1,1,BenchmarkParseBasicStringsEasy/4
277,157457170,15.25,2s,2,1,1,BenchmarkParseBasicStringsEasy/4
278,50195530,47.88,2s,2,1,1,BenchmarkParseBasicStringsEasy/8
279,100000000,20.63,2s,2,1,1,BenchmarkParseBasicStringsEasy/8
280,31885392,74.96,2s,2,1,1,BenchmarkParseBasicStringsEasy/16
281,69145473,34.43,2s,2,1,1,BenchmarkParseBasicStringsEasy/16
282,53884548,44.38,2s,2,1,1,BenchmarkParseBasicStringsEasy/21
283,53782005,44.48,2s,2,1,1,BenchmarkParseBasicStringsEasy/21
284,91,26758094.0,2s,2,1,1,BenchmarkUnmarshalDataset/config
285,88,26671584.0,2s,2,1,1,BenchmarkUnmarshalDataset/config
286,18,126026209.0,2s,2,1,1,BenchmarkUnmarshalDataset/canada
287,18,126722344.0,2s,2,1,1,BenchmarkUnmarshalDataset/canada
288,26,97655962.0,2s,2,1,1,BenchmarkUnmarshalDataset/citm_catalog
289,54,44745056.0,2s,2,1,1,BenchmarkUnmarshalDataset/citm_catalog
290,147,15856608.0,2s,2,1,1,BenchmarkUnmarshalDataset/twitter
291,150,16104270.0,2s,2,1,1,BenchmarkUnmarshalDataset/twitter
292,20,115937478.0,2s,2,1,1,BenchmarkUnmarshalDataset/code
293,20,118309667.0,2s,2,1,1,BenchmarkUnmarshalDataset/code
294,12016,196287.0,2s,2,1,1,BenchmarkUnmarshalDataset/example
295,12362,195336.0,2s,2,1,1,BenchmarkUnmarshalDataset/example
296,1175838,2030.0,2s,2,1,1,BenchmarkUnmarshal/SimpleDocument/struct
297,3124122,765.9,2s,2,1,1,BenchmarkUnmarshal/SimpleDocument/struct
298,2317274,1041.0,2s,2,1,1,BenchmarkUnmarshal/SimpleDocument/map
299,2305898,1043.0,2s,2,1,1,BenchmarkUnmarshal/SimpleDocument/map
300,42105,56851.0,2s,2,1,1,BenchmarkUnmarshal/ReferenceFile/struct
301,42267,57304.0,2s,2,1,1,BenchmarkUnmarshal/ReferenceFile/struct
302,27782,86264.0,2s,2,1,1,BenchmarkUnmarshal/ReferenceFile/map
303,27614,86041.0,2s,2,1,1,BenchmarkUnmarshal/ReferenceFile/map
304,162057,14711.0,2s,2,1,1,BenchmarkUnmarshal/HugoFrontMatter
305,160892,14941.0,2s,2,1,1,BenchmarkUnmarshal/HugoFrontMatter
306,4849761,489.9,2s,2,1,1,BenchmarkMarshal/SimpleDocument/struct
307,4942165,488.6,2s,2,1,1,BenchmarkMarshal/SimpleDocument/struct
308,1276938,1847.0,2s,2,1,1,BenchmarkMarshal/SimpleDocument/map
309,3159920,759.0,2s,2,1,1,BenchmarkMarshal/SimpleDocument/map
310,54972,43265.0,2s,2,1,1,BenchmarkMarshal/ReferenceFile/struct
311,55500,43218.0,2s,2,1,1,BenchmarkMarshal/ReferenceFile/struct
312,41131,58823.0,2s,2,1,1,BenchmarkMarshal/ReferenceFile/map
313,40873,58989.0,2s,2,1,1,BenchmarkMarshal/ReferenceFile/map
314,228338,10371.0,2s,2,1,1,BenchmarkMarshal/HugoFrontMatter
315,225133,10571.0,2s,2,1,1,BenchmarkMarshal/HugoFrontMatter
316,537,6680945.0,3s,2,1,1,BenchmarkScanComments/1MValid
317,1045,3434359.0,3s,2,1,1,BenchmarkScanComments/1MValid
318,144758283,24.86,3s,2,1,1,BenchmarkScanComments/10ValidUtf8
319,144963037,24.87,3s,2,1,1,BenchmarkScanComments/10ValidUtf8
320,1295528,2778.0,3s,2,1,1,BenchmarkScanComments/1kValidUtf8
321,1295713,2778.0,3s,2,1,1,BenchmarkScanComments/1kValidUtf8
322,1262,2852801.0,3s,2,1,1,BenchmarkScanComments/1MValidUtf8
323,1263,2850983.0,3s,2,1,1,BenchmarkScanComments/1MValidUtf8
324,47016145,76.07,3s,2,1,1,BenchmarkScanComments/10Valid
325,91931840,39.36,3s,2,1,1,BenchmarkScanComments/10Valid
326,1000000,3357.0,3s,2,1,1,BenchmarkScanComments/1kValid
327,1000000,3358.0,3s,2,1,1,BenchmarkScanComments/1kValid
328,1290544,2792.0,3s,2,1,1,BenchmarkParseLiteralStringValid/1kValidUtf8
329,1289922,2791.0,3s,2,1,1,BenchmarkParseLiteralStringValid/1kValidUtf8
330,668,5355625.0,3s,2,1,1,BenchmarkParseLiteralStringValid/1MValidUtf8
331,670,5343957.0,3s,2,1,1,BenchmarkParseLiteralStringValid/1MValidUtf8
332,89344435,38.89,3s,2,1,1,BenchmarkParseLiteralStringValid/10Valid
333,92272962,38.89,3s,2,1,1,BenchmarkParseLiteralStringValid/10Valid
334,1000000,3356.0,3s,2,1,1,BenchmarkParseLiteralStringValid/1kValid
335,1000000,3356.0,3s,2,1,1,BenchmarkParseLiteralStringValid/1kValid
336,535,6686783.0,3s,2,1,1,BenchmarkParseLiteralStringValid/1MValid
337,1045,3437528.0,3s,2,1,1,BenchmarkParseLiteralStringValid/1MValid
338,141213062,25.51,3s,2,1,1,BenchmarkParseLiteralStringValid/10ValidUtf8
339,140575372,25.49,3s,2,1,1,BenchmarkParseLiteralStringValid/10ValidUtf8
340,21055792,170.6,3s,2,1,1,BenchmarkParseBasicStringWithUnicode/4
341,20574528,171.6,3s,2,1,1,BenchmarkParseBasicStringWithUnicode/4
342,11819786,303.6,3s,2,1,1,BenchmarkParseBasicStringWithUnicode/8
343,11828515,301.8,3s,2,1,1,BenchmarkParseBasicStringWithUnicode/8
344,321258291,11.24,3s,2,1,1,BenchmarkParseBasicStringsEasy/1
345,320404869,11.27,3s,2,1,1,BenchmarkParseBasicStringsEasy/1
346,217855362,16.48,3s,2,1,1,BenchmarkParseBasicStringsEasy/4
347,218265561,16.48,3s,2,1,1,BenchmarkParseBasicStringsEasy/4
