m_id,n,ns_per_op,bed,iterations,sr,ir,b_name
345,139071,43172.0,5s,1,1,2,BenchmarkUnmarshal/HugoFrontMatter
346,10498136,588.2,5s,1,1,2,BenchmarkMarshal/SimpleDocument/struct
347,6388990,867.2,5s,1,1,2,BenchmarkMarshal/SimpleDocument/map
348,110173,54669.0,5s,1,1,2,BenchmarkMarshal/ReferenceFile/struct
349,82466,71244.0,5s,1,1,2,BenchmarkMarshal/ReferenceFile/map
350,464870,12801.0,5s,1,1,2,BenchmarkMarshal/HugoFrontMatter
351,415,2889238.0,1s,2,1,2,BenchmarkScanComments/1MValid
352,417,2887527.0,1s,2,1,2,BenchmarkScanComments/1MValid
353,55471764,21.73,1s,2,1,2,BenchmarkScanComments/10ValidUtf8
354,54828064,21.96,1s,2,1,2,BenchmarkScanComments/10ValidUtf8
355,506667,2360.0,1s,2,1,2,BenchmarkScanComments/1kValidUtf8
356,506923,2356.0,1s,2,1,2,BenchmarkScanComments/1kValidUtf8
357,506,2365330.0,1s,2,1,2,BenchmarkScanComments/1MValidUtf8
358,506,2357113.0,1s,2,1,2,BenchmarkScanComments/1MValidUtf8
359,36622882,33.03,1s,2,1,2,BenchmarkScanComments/10Valid
360,36246852,33.0,1s,2,1,2,BenchmarkScanComments/10Valid
361,168976,7097.0,1s,2,1,2,BenchmarkScanComments/1kValid
362,420423,2820.0,1s,2,1,2,BenchmarkScanComments/1kValid
363,22337030,53.51,1s,2,1,2,BenchmarkParseLiteralStringValid/10ValidUtf8
364,22437672,53.48,1s,2,1,2,BenchmarkParseLiteralStringValid/10ValidUtf8
365,217790,5506.0,1s,2,1,2,BenchmarkParseLiteralStringValid/1kValidUtf8
366,490149,2449.0,1s,2,1,2,BenchmarkParseLiteralStringValid/1kValidUtf8
367,213,5593750.0,1s,2,1,2,BenchmarkParseLiteralStringValid/1MValidUtf8
368,481,2492813.0,1s,2,1,2,BenchmarkParseLiteralStringValid/1MValidUtf8
369,33450624,35.92,1s,2,1,2,BenchmarkParseLiteralStringValid/10Valid
370,33525104,35.96,1s,2,1,2,BenchmarkParseLiteralStringValid/10Valid
371,169742,6949.0,1s,2,1,2,BenchmarkParseLiteralStringValid/1kValid
372,377570,3155.0,1s,2,1,2,BenchmarkParseLiteralStringValid/1kValid
373,165,7185232.0,1s,2,1,2,BenchmarkParseLiteralStringValid/1MValid
374,370,3234147.0,1s,2,1,2,BenchmarkParseLiteralStringValid/1MValid
375,7804243,152.4,1s,2,1,2,BenchmarkParseBasicStringWithUnicode/4
376,7732966,151.9,1s,2,1,2,BenchmarkParseBasicStringWithUnicode/4
377,1728506,708.2,1s,2,1,2,BenchmarkParseBasicStringWithUnicode/8
378,4804395,248.9,1s,2,1,2,BenchmarkParseBasicStringWithUnicode/8
379,128560216,9.302,1s,2,1,2,BenchmarkParseBasicStringsEasy/1
380,128542182,9.316,1s,2,1,2,BenchmarkParseBasicStringsEasy/1
381,77812174,15.29,1s,2,1,2,BenchmarkParseBasicStringsEasy/4
382,78827612,15.2,1s,2,1,2,BenchmarkParseBasicStringsEasy/4
383,24893906,47.86,1s,2,1,2,BenchmarkParseBasicStringsEasy/8
384,58304748,20.53,1s,2,1,2,BenchmarkParseBasicStringsEasy/8
385,16619703,72.18,1s,2,1,2,BenchmarkParseBasicStringsEasy/16
386,34681465,34.43,1s,2,1,2,BenchmarkParseBasicStringsEasy/16
387,13211187,90.5,1s,2,1,2,BenchmarkParseBasicStringsEasy/21
