,Mean (CV),Median (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Mean (RMAD),Median (RMAD)
Mean (CV),0.0,0.029585798816568046,-0.005917159763313609,-0.011176857330703484,0.024326101249178174,-0.0006574621959237344,0.01643655489809336
Median (CV),-0.029585798816568046,0.0,-0.03747534516765286,-0.0440499671268902,-0.0046022353714661405,-0.024326101249178174,-0.0046022353714661405
Mean (RCIW_1),0.005917159763313609,0.03747534516765286,0.0,-0.0013149243918474688,0.03879026955950033,0.0019723865877712033,0.021696252465483234
Mean (RCIW_2),0.011176857330703484,0.0440499671268902,0.0013149243918474688,0.0,0.045364891518737675,0.007889546351084813,0.02827087442472058
Median (RCIW_3),-0.024326101249178174,0.0046022353714661405,-0.03879026955950033,-0.045364891518737675,0.0,-0.023011176857330704,-0.0019723865877712033
Mean (RMAD),0.0006574621959237344,0.024326101249178174,-0.0019723865877712033,-0.007889546351084813,0.023011176857330704,0.0,0.023011176857330704
Median (RMAD),-0.01643655489809336,0.0046022353714661405,-0.021696252465483234,-0.02827087442472058,0.0019723865877712033,-0.023011176857330704,0.0
