,Mean (CV),Median (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Mean (RMAD),Median (RMAD)
Mean (CV),0.0,-0.062458908612754764,-0.09401709401709402,-0.15055884286653518,-0.13872452333990795,0.06443129520052597,-0.0782380013149244
Median (CV),0.062458908612754764,0.0,-0.03353057199211045,-0.09401709401709402,-0.08349769888231427,0.13740959894806049,-0.011834319526627219
Mean (RCIW_1),0.09401709401709402,0.03353057199211045,0.0,-0.05917159763313609,-0.05391190006574622,0.16370808678500987,0.007889546351084813
Mean (RCIW_2),0.15055884286653518,0.09401709401709402,0.05917159763313609,0.0,0.005259697567389875,0.22090729783037474,0.0631163708086785
Median (RCIW_3),0.13872452333990795,0.08349769888231427,0.05391190006574622,-0.005259697567389875,0.0,0.20118343195266272,0.04930966469428008
Mean (RMAD),-0.06443129520052597,-0.13740959894806049,-0.16370808678500987,-0.22090729783037474,-0.20118343195266272,0.0,-0.08678500986193294
Median (RMAD),0.0782380013149244,0.011834319526627219,-0.007889546351084813,-0.0631163708086785,-0.04930966469428008,0.08678500986193294,0.0
