,Mean (CV),Median (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Mean (RMAD),Median (RMAD)
Mean (CV),0.0,-0.008278330078922555,0.06232877220856937,0.11553282005212007,0.08439441973732079,-0.4686722746475213,-0.35280535158773174
Median (CV),0.008278330078922555,0.0,0.07006511296393915,0.12321718922851903,0.09212333598140902,-0.46152989479467516,-0.34695483669787436
Mean (RCIW_1),-0.06232877220856937,-0.07006511296393915,0.0,0.05413211175374381,0.020261491287336012,-0.560736214538678,-0.4339107128273281
Mean (RCIW_2),-0.11553282005212007,-0.12321718922851903,-0.05413211175374381,0.0,-0.032704972195205254,-0.5982893926007321,-0.46953351795618053
Median (RCIW_3),-0.08439441973732079,-0.09212333598140902,-0.020261491287336012,0.032704972195205254,0.0,-0.5635426798031019,-0.4379719204983332
Mean (RMAD),0.4686722746475213,0.46152989479467516,0.560736214538678,0.5982893926007321,0.5635426798031019,0.0,0.08445381582757315
Median (RMAD),0.35280535158773174,0.34695483669787436,0.4339107128273281,0.46953351795618053,0.4379719204983332,-0.08445381582757315,0.0
