,Mean (CV),Median (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Mean (RMAD),Median (RMAD)
Mean (CV),0.0,0.011923765118161097,0.007721491732806688,0.00934745970346502,0.020484226625782358,-0.03748635746052016,-0.021553356250324823
Median (CV),-0.011923765118161097,0.0,-0.004298792032014493,-0.0029326819562102324,0.00825605654507792,-0.046247280772743135,-0.03003214813384909
Mean (RCIW_1),-0.007721491732806688,0.004298792032014493,0.0,0.001863552331667768,0.013282450682683812,-0.04621758272761695,-0.029705469637461113
Mean (RCIW_2),-0.00934745970346502,0.0029326819562102324,-0.001863552331667768,0.0,0.011693605268433205,-0.04768763596136284,-0.031041881668139194
Median (RCIW_3),-0.020484226625782358,-0.00825605654507792,-0.013282450682683812,-0.011693605268433205,0.0,-0.05557246694236352,-0.03872625084453816
Mean (RMAD),0.03748635746052016,0.046247280772743135,0.04621758272761695,0.04768763596136284,0.05557246694236352,0.0,0.013742770382139596
Median (RMAD),0.021553356250324823,0.03003214813384909,0.029705469637461113,0.031041881668139194,0.03872625084453816,-0.013742770382139596,0.0
