,Mean (CV),Median (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Mean (RMAD),Median (RMAD)
Mean (CV),0.0,0.06763787721123829,0.0,-0.001040582726326743,0.06971904266389178,-0.2518210197710718,-0.17585848074921956
Median (CV),-0.06763787721123829,0.0,-0.06763787721123829,-0.06763787721123829,0.002081165452653486,-0.28407908428720086,-0.21436004162330904
Mean (RCIW_1),0.0,0.06763787721123829,0.0,0.001040582726326743,0.06971904266389178,-0.25286160249739853,-0.17585848074921956
Mean (RCIW_2),0.001040582726326743,0.06763787721123829,-0.001040582726326743,0.0,0.06971904266389178,-0.25286160249739853,-0.17585848074921956
Median (RCIW_3),-0.06971904266389178,-0.002081165452653486,-0.06971904266389178,-0.06971904266389178,0.0,-0.2861602497398543,-0.2154006243496358
Mean (RMAD),0.2518210197710718,0.28407908428720086,0.25286160249739853,0.25286160249739853,0.2861602497398543,0.0,0.04058272632674298
Median (RMAD),0.17585848074921956,0.21436004162330904,0.17585848074921956,0.17585848074921956,0.2154006243496358,-0.04058272632674298,0.0
